golfcart,motor vehicle,self-propelled vehicle,wheeled vehicle,container
granary,storehouse,depository,facility,artifact
grand piano,piano,percussion instrument,musical instrument,device
greasy spoon,restaurant,building,structure,artifact
griddle,cooking utensil,kitchen utensil,utensil,implement
grillroom,restaurant,building,structure,artifact
guesthouse,house,building,structure,artifact
guided missile,missile,weapon,instrument,device
gun emplacement,emplacement,military installation,facility,artifact
gunsight,sights,optical instrument,instrument,device
gyrocompass,compass,navigational instrument,instrument,device
habergeon,chain mail,body armor,armor,protective covering
hall of residence,dormitory,building,structure,artifact
haloperidol,major tranquilizer,tranquilizer,sedative-hypnotic,sedative
halothane,inhalation anesthetic,general anesthetic,anesthetic,drug
handbell,chime,percussion instrument,musical instrument,device
handloom,loom,textile machine,machine,device
hand mower,lawn mower,garden tool,tool,implement
hand shovel,shovel,hand tool,tool,implement
hand towel,towel,piece of cloth,fabric,artifact
handwear,clothing,consumer goods,commodity,artifact
harem,living quarters,housing,structure,artifact
harmonica,free-reed instrument,wind instrument,musical instrument,device
harmonium,free-reed instrument,wind instrument,musical instrument,device
harp,chordophone,stringed instrument,musical instrument,device
harpoon gun,cannon,artillery,armament,weaponry
hash house,restaurant,building,structure,artifact
hauberk,chain mail,body armor,armor,protective covering
Hawaiian guitar,guitar,stringed instrument,musical instrument,device
headdress,clothing,consumer goods,commodity,artifact
headpin,bowling pin,bowling equipment,game equipment,equipment
headsail,sail,piece of cloth,fabric,artifact
hearse,motor vehicle,self-propelled vehicle,wheeled vehicle,container
heat engine,engine,motor,machine,device
heat lamp,electric heater,space heater,heater,device
heat-seeking missile,missile,weapon,instrument,device
heliport,airport,airfield,facility,artifact
hemostat,surgical instrument,medical instrument,instrument,device
herm,statue,sculpture,plastic art,art
hermitage,dwelling,housing,structure,artifact
hi-fi,reproducer,audio system,electronic equipment,equipment
high-angle gun,cannon,artillery,armament,weaponry
high-hat cymbal,cymbal,percussion instrument,musical instrument,device
hip pocket,pocket,pouch,bag,container
hockey skate,ice skate,skate,sports equipment,equipment
home theater,theater,building,structure,artifact
horsecar,streetcar,self-propelled vehicle,wheeled vehicle,container
horse cart,cart,wagon,wheeled vehicle,container
hospital,medical building,building,structure,artifact
hospital bed,single bed,bed,bedroom furniture,furniture
hostel,hotel,building,structure,artifact
house paint,paint,coloring material,material,substance
hub-and-spoke,air transportation system,transportation system,facility,artifact
hurdle,barrier,obstruction,structure,artifact
hydroxyzine hydrochloride,minor tranquilizer,tranquilizer,sedative-hypnotic,sedative
hygrodeik,hygrometer,measuring instrument,instrument,device
hygroscope,hygrometer,measuring instrument,instrument,device
hypodermic syringe,syringe,medical instrument,instrument,device
hypsometer,altimeter,measuring instrument,instrument,device
ice machine,electric refrigerator,refrigerator,white goods,home appliance
ice rink,rink,building,structure,artifact
igloo,hovel,shelter,structure,artifact
inside caliper,caliper,measuring instrument,instrument,device
integrated circuit,computer circuit,circuit,electrical device,device
iron horse,locomotive,self-propelled vehicle,wheeled vehicle,container
iron maiden,instrument of torture,instrument of punishment,instrument,device
isoflurane,inhalation anesthetic,general anesthetic,anesthetic,drug
Jacquard loom,loom,textile machine,machine,device
jaunting car,cart,wagon,wheeled vehicle,container
jet bridge,footbridge,bridge,structure,artifact
jetliner,jet,airplane,heavier-than-air craft,aircraft
jewel,jewelry,adornment,decoration,artifact
jinrikisha,cart,wagon,wheeled vehicle,container
jumbojet,jet,airplane,heavier-than-air craft,aircraft
kitchen sink,sink,plumbing fixture,fixture,artifact
kite balloon,barrage balloon,airship,lighter-than-air craft,aircraft
knitwear,clothing,consumer goods,commodity,artifact
lake dwelling,dwelling,housing,structure,artifact
landing,platform,horizontal surface,surface,artifact
landing stage,platform,horizontal surface,surface,artifact
laparoscope,endoscope,medical instrument,instrument,device
lapboard,writing board,work surface,surface,artifact
launching pad,platform,horizontal surface,surface,artifact
lavaliere,pendant,adornment,decoration,artifact
leading rein,rein,strap,leather strip,implement
lean-to tent,tent,shelter,structure,artifact
leisure wear,clothing,consumer goods,commodity,artifact
lens implant,implant,prosthesis,corrective,device
lie detector,polygraph,medical instrument,instrument,device
light bulb,electric lamp,lamp,source of illumination,device
light circuit,wiring,circuit,electrical device,device
limekiln,kiln,furnace,chamber,enclosure
Link trainer,flight simulator,simulator,machine,device
lion-jaw forceps,forceps,extractor,instrument,device
little theater,theater,building,structure,artifact
Lochaber ax,battle-ax,broadax,ax,edge tool
long tom,cannon,artillery,armament,weaponry
lorazepam,benzodiazepine,muscle relaxant,relaxant,drug
lorgnette,spectacles,optical instrument,instrument,device
loudspeaker,electro-acoustic transducer,transducer,electrical device,device
loungewear,clothing,consumer goods,commodity,artifact
love-token,keepsake,object,physical entity,entity
loxapine,major tranquilizer,tranquilizer,sedative-hypnotic,sedative
lunchroom,restaurant,building,structure,artifact
lunette,fortification,defensive structure,structure,artifact
lusterware,pottery,ceramic ware,utensil,implement
magnetic compass,compass,navigational instrument,instrument,device
main drag,main street,street,thoroughfare,road
mainframe,digital computer,computer,machine,device
mainsail,sail,piece of cloth,fabric,artifact
main-topsail,sail,piece of cloth,fabric,artifact
maisonette,apartment,housing,structure,artifact
majolica,earthenware,ceramic ware,utensil,implement
mandolin,chordophone,stringed instrument,musical instrument,device
martello tower,fortress,defensive structure,structure,artifact
masjid,place of worship,building,structure,artifact
massage parlor,whorehouse,building,structure,artifact
mass spectrometer,spectroscope,optical instrument,instrument,device
maximum and minimum thermometer,thermometer,measuring instrument,instrument,device
meat thermometer,thermometer,measuring instrument,instrument,device
mechanical piano,piano,percussion instrument,musical instrument,device
man's clothing,clothing,consumer goods,commodity,artifact
meprobamate,minor tranquilizer,tranquilizer,sedative-hypnotic,sedative
mercury barometer,barometer,measuring instrument,instrument,device
mercury thermometer,thermometer,measuring instrument,instrument,device
messuage,dwelling,housing,structure,artifact
microphone,electro-acoustic transducer,transducer,electrical device,device
microphotometer,densitometer,measuring instrument,instrument,device
microscope,magnifier,scientific instrument,instrument,device
microwave diathermy machine,diathermy machine,medical instrument,instrument,device
midazolam,benzodiazepine,muscle relaxant,relaxant,drug
military quarters,living quarters,housing,structure,artifact
minicomputer,digital computer,computer,machine,device
minute gun,gun,weapon,instrument,device
molindone,major tranquilizer,tranquilizer,sedative-hypnotic,sedative
monkey bridge,platform,horizontal surface,surface,artifact
mosque,place of worship,building,structure,artifact
motorcycle,motor vehicle,self-propelled vehicle,wheeled vehicle,container
motor hotel,hotel,building,structure,artifact
mountain tent,tent,shelter,structure,artifact
mouse-tooth forceps,forceps,extractor,instrument,device
movable barrier,barrier,obstruction,structure,artifact
mudhif,hovel,shelter,structure,artifact
muffle,kiln,furnace,chamber,enclosure
multiprocessor,digital computer,computer,machine,device
music hall,theater,building,structure,artifact
nafcillin,penicillinase-resistant antibiotic,penicillin,antibiotic,antibacterial
